total_nodes_misplaced,solution_length_misplaced,total_nodes_height_diff,solution_length_height_diff,total_nodes_h_max,solution_length_h_max,solution_lengths_identical,shared_states_misplaced_height_diff,unique_to_misplaced,unique_to_height_diff,avg_order_diff_misplaced_height_diff,max_order_diff_misplaced_height_diff,shared_states_misplaced_h_max,unique_to_h_max,avg_order_diff_misplaced_h_max,max_order_diff_misplaced_h_max,shared_states_height_diff_h_max,avg_order_diff_height_diff_h_max,max_order_diff_height_diff_h_max,num_blocks,num_stacks,num_moves
13,4,51,4,35,4,True,13,0,16,0.24461538461538462,0.42666666666666664,13,0,0.13122171945701358,0.31372549019607837,35,0.15085714285714286,0.2823529411764706,5,3,5
7,2,11,2,15,2,True,7,0,0,0.19999999999999998,0.4,7,4,0.2040816326530612,0.38095238095238093,11,0.06493506493506494,0.1428571428571429,5,3,5
11,3,31,3,11,3,True,11,0,20,0.16363636363636366,0.2666666666666667,11,0,0.0,0.0,11,0.16363636363636366,0.2666666666666667,5,3,5
5,1,5,1,5,1,True,5,0,0,0.0,0.0,5,0,0.0,0.0,5,0.0,0.0,5,3,5
9,3,21,3,11,3,True,9,0,10,0.2111111111111111,0.4,9,0,0.1,0.19999999999999996,11,0.19545454545454544,0.6,5,3,5
17,3,23,3,33,3,True,17,4,8,0.08288770053475936,0.26136363636363635,13,18,0.21153846153846154,0.5625,15,0.17859848484848484,0.5965909090909091,5,3,5
11,3,37,3,27,3,True,11,0,10,0.1388888888888889,0.2888888888888889,11,0,0.10909090909090909,0.24615384615384617,27,0.17149414371636595,0.43589743589743596,5,3,5
13,3,31,3,31,3,True,13,0,11,0.24871794871794872,0.5,13,11,0.21538461538461537,0.5,20,0.05500000000000001,0.2666666666666667,5,3,5
13,4,105,4,79,4,True,13,0,34,0.2943786982248521,0.5897435897435896,13,8,0.23570019723865876,0.4871794871794871,71,0.10062296858071505,0.423076923076923,5,3,5
9,2,11,2,13,2,True,9,0,2,0.1,0.19999999999999996,9,4,0.07407407407407408,0.16666666666666669,9,0.11851851851851852,0.25,5,3,5
11,3,19,3,31,3,True,11,0,0,0.10101010101010101,0.2222222222222222,11,12,0.1393939393939394,0.2666666666666667,19,0.11578947368421051,0.4444444444444445,5,3,5
13,3,29,3,25,3,True,13,0,8,0.15384615384615385,0.2857142857142857,13,4,0.1346153846153846,0.3333333333333333,21,0.21598639455782312,0.38095238095238093,5,3,5
9,3,21,3,19,3,True,9,0,4,0.14444444444444446,0.30000000000000004,9,2,0.08333333333333333,0.16666666666666669,17,0.10980392156862744,0.19999999999999996,5,3,5
13,3,15,3,25,3,True,13,2,4,0.0915750915750916,0.4047619047619048,11,14,0.07954545454545456,0.16666666666666666,11,0.09145021645021645,0.2142857142857143,5,3,5
25,4,91,4,72,4,True,25,0,24,0.25355555555555553,0.7222222222222223,25,5,0.23633802816901409,0.49530516431924887,67,0.13199495480344756,0.43395931142410016,5,3,5
25,4,116,4,70,4,True,25,0,50,0.22617391304347825,0.558695652173913,25,4,0.18492753623188407,0.6123188405797101,66,0.15423803249890206,0.5333333333333332,5,3,5
9,2,17,2,13,2,True,9,0,4,0.19444444444444445,0.375,9,0,0.16666666666666666,0.33333333333333337,13,0.057692307692307696,0.125,5,3,5
23,4,61,4,63,4,True,23,0,6,0.13353096179183135,0.503030303030303,23,8,0.1767180925666199,0.3519061583577712,55,0.14791788856304985,0.4516129032258065,5,3,5
9,2,17,2,13,2,True,9,0,4,0.19444444444444445,0.375,9,0,0.16666666666666666,0.33333333333333337,13,0.057692307692307696,0.125,5,3,5
11,3,37,3,35,3,True,11,0,4,0.15909090909090912,0.2888888888888889,11,2,0.13048128342245988,0.2823529411764706,33,0.18657159833630424,0.49019607843137253,5,3,5
33,4,116,4,100,4,True,33,0,38,0.27312252964426875,0.6559782608695652,33,22,0.24165901438628712,0.595959595959596,78,0.10087271826402262,0.38700043917435223,5,3,5
11,3,45,3,25,3,True,11,0,20,0.22107438016528924,0.40909090909090906,11,0,0.08712121212121214,0.23333333333333336,25,0.22515151515151516,0.4772727272727273,5,3,5
29,4,108,4,84,4,True,29,0,30,0.27118917176925555,0.6361815754339119,29,6,0.25820523473203155,0.6161790017211703,78,0.21980806042285606,0.5347370791577525,5,3,5
31,4,132,4,72,4,True,31,0,60,0.27714848559468114,0.5653944020356234,31,0,0.14519157958503712,0.415962441314554,72,0.17226642296527253,0.508117406730459,5,3,5
15,3,37,3,27,3,True,15,0,14,0.23148148148148148,0.4365079365079365,15,4,0.0695970695970696,0.19780219780219777,23,0.19518766257896694,0.4145299145299145,5,3,5
7,2,11,2,11,2,True,7,0,0,0.19999999999999998,0.4,7,0,0.19999999999999998,0.4,11,0.0,0.0,5,3,5
7,1,7,1,7,1,True,7,0,0,0.0,0.0,7,0,0.0,0.0,7,0.0,0.0,5,3,5
36,4,75,4,74,4,True,36,4,23,0.19707207207207206,0.5401544401544401,32,22,0.25133317025440316,0.5033268101761252,52,0.10982399681029818,0.32117734172528695,5,3,5
21,4,93,4,58,4,True,21,0,41,0.27432712215320915,0.5913043478260869,21,6,0.28613199665831246,0.5842105263157895,52,0.19732441471571904,0.5469107551487414,5,3,5
31,5,182,5,168,5,True,31,0,45,0.23199073248975227,0.6563535911602211,31,31,0.25461979267271906,0.6682634730538922,137,0.114224509001113,0.4147285539418401,5,3,5
19,4,88,4,100,4,True,19,0,14,0.30943738656987296,0.5708812260536399,19,26,0.2942583732057416,0.5454545454545454,74,0.11016973085938604,0.4994775339602926,5,3,5
23,3,51,3,36,3,True,23,0,16,0.19573122529644268,0.5381818181818182,23,1,0.17859966120835688,0.47532467532467537,35,0.17134693877551022,0.6,5,3,5
24,3,24,3,34,3,True,24,2,2,0.0,0.0,22,12,0.15666546891843336,0.3241106719367589,22,0.15666546891843336,0.3241106719367589,5,3,5
11,3,23,3,33,3,True,11,0,4,0.2066115702479339,0.36363636363636365,11,14,0.23011363636363635,0.4125,19,0.09255382775119618,0.25,5,3,5
23,4,93,4,59,4,True,23,0,34,0.30103969754253307,0.5830039525691699,23,0,0.22038980509745126,0.5297805642633229,59,0.14609432571849668,0.3916791604197902,5,3,5
21,4,87,4,59,4,True,21,0,28,0.2707641196013289,0.6372093023255814,21,0,0.25862068965517243,0.48965517241379314,59,0.14309597270737906,0.2698476343223737,5,3,5
24,3,48,3,44,3,True,24,0,12,0.10672987974098057,0.2294172062904718,24,8,0.1029659588810246,0.25884732052578363,36,0.035364780911539946,0.08659079663532909,5,3,5
9,2,17,2,15,2,True,9,0,4,0.1388888888888889,0.25,9,2,0.09523809523809525,0.2142857142857143,13,0.09752747252747253,0.25,5,3,5
5,2,5,2,7,2,True,5,0,0,0.0,0.0,5,2,0.06666666666666668,0.16666666666666669,5,0.06666666666666668,0.16666666666666669,5,3,5
11,2,15,2,15,2,True,11,0,0,0.14285714285714285,0.2857142857142857,11,0,0.14285714285714285,0.2857142857142857,15,0.0,0.0,5,3,5
35,4,118,4,86,4,True,35,0,34,0.23373554550025136,0.5424836601307189,35,4,0.2445378151260504,0.611764705882353,82,0.1454548798881654,0.5233785822021115,5,3,5
15,3,39,3,19,3,True,15,0,20,0.24561403508771928,0.4511278195488722,15,0,0.06455026455026455,0.15873015873015872,19,0.19667590027700832,0.368421052631579,5,3,5
17,3,28,3,30,3,True,17,0,3,0.14215686274509806,0.5277777777777778,17,5,0.2079107505070994,0.3793103448275862,25,0.16694763729246487,0.4150702426564496,5,3,5
15,4,105,4,71,4,True,15,0,47,0.1433150183150183,0.3983516483516483,15,13,0.16952380952380952,0.39999999999999997,58,0.11915971959075407,0.37032967032967035,5,3,5
9,3,21,3,27,3,True,9,0,0,0.25555555555555554,0.45,9,6,0.31196581196581197,0.5384615384615384,21,0.11538461538461538,0.23076923076923073,5,3,5
33,4,128,4,90,4,True,33,0,48,0.2656883798616082,0.6392716535433071,33,10,0.2442969016002724,0.5154494382022472,80,0.17613023091214722,0.5433070866141732,5,3,5
30,4,98,4,86,4,True,30,0,27,0.25945017182130586,0.6317099182367579,30,15,0.23960784313725492,0.5200811359026369,71,0.08287054040434236,0.6526379624014553,5,3,5
15,4,69,4,53,4,True,15,0,20,0.15364145658263303,0.3067226890756302,15,4,0.17234432234432231,0.41758241758241754,49,0.12531166312678918,0.332579185520362,5,3,5
15,4,63,4,45,4,True,15,0,22,0.1622119815668203,0.44239631336405527,15,4,0.13744588744588743,0.3896103896103896,41,0.08740433445390174,0.25439882697947214,5,3,5
30,4,69,4,87,4,True,29,0,10,0.1914912219346716,0.5481744421906694,30,29,0.2717054263565891,0.640737770649559,58,0.15436459266946556,0.500341997264022,5,3,5
9,3,21,3,19,3,True,9,0,4,0.14444444444444446,0.30000000000000004,9,2,0.08333333333333333,0.16666666666666669,17,0.10980392156862744,0.19999999999999996,5,3,8
5,1,5,1,7,1,True,5,0,0,0.0,0.0,5,2,0.16666666666666669,0.33333333333333337,5,0.16666666666666669,0.33333333333333337,5,3,8
19,4,89,4,79,4,True,19,0,29,0.3642344497607655,0.6641414141414141,19,19,0.20917678812415655,0.4145299145299145,60,0.23377525252525252,0.6386946386946386,5,3,8
15,3,27,3,41,3,True,15,0,0,0.18974358974358976,0.32967032967032966,15,14,0.27166666666666667,0.4642857142857143,27,0.13055555555555556,0.25,5,3,8
62,5,278,5,201,5,True,62,0,83,0.2773378362641202,0.7086465052967983,62,6,0.265241935483871,0.5680327868852459,195,0.16348347681199665,0.4981949458483754,5,3,8
63,5,206,5,173,5,True,63,0,49,0.23844367015098722,0.5412273800157357,63,16,0.23569582871908454,0.5217554388597149,157,0.170017991914477,0.7639818491208168,5,3,8
13,5,39,5,119,5,True,13,0,8,0.2125506072874494,0.3508771929824561,13,88,0.17275097783572363,0.4322033898305085,31,0.16871456936491036,0.41480820695807313,5,3,8
59,5,177,5,193,5,True,59,0,50,0.20156341320864993,0.5721003134796239,59,66,0.2732898646015975,0.6677442528735632,127,0.20647294798377475,0.5809659090909092,5,3,8
33,4,117,4,86,4,True,33,0,40,0.31347962382445144,0.6228448275862069,33,9,0.2270276292335116,0.6316176470588235,77,0.17976344142672745,0.4009127789046653,5,3,8
61,5,130,5,132,5,True,61,2,29,0.21266997077138136,0.5383720930232558,59,30,0.24733902617846207,0.5217557251908397,101,0.12348729991053428,0.4933428013491923,5,3,8
43,5,270,5,73,5,True,43,2,197,0.34014869888475835,0.7277394229067091,41,0,0.24278939217963608,0.5595238095238095,73,0.3064778507692395,0.7525299463031805,5,3,8
60,5,197,5,178,5,True,57,1,62,0.26009484971508673,0.6042026980283639,59,42,0.22570142679306712,0.6779661016949152,135,0.14820942815293098,0.4592701487374611,5,3,8
90,6,532,6,384,6,True,89,0,163,0.3315485237815709,0.7312046382699592,89,17,0.3271730664067457,0.7534543961040866,366,0.13469249575848669,0.6130312283341446,5,3,8
13,4,37,4,32,4,True,13,0,14,0.1282051282051282,0.2222222222222222,13,9,0.18031430934656742,0.38172043010752693,23,0.09580021817048466,0.34946236559139787,5,3,8
68,7,571,7,358,7,True,68,0,236,0.3569143446852425,0.9017543859649123,68,23,0.2977426264623496,0.7387014507295455,335,0.15692893339582495,0.6390092879256966,5,3,8
39,5,142,5,145,5,True,34,0,35,0.2498243418307973,0.5565509518477044,39,40,0.2193076173339331,0.45723684210526316,105,0.1434326804007655,0.6442080378250591,5,3,8
17,3,28,3,24,3,True,17,0,7,0.14215686274509806,0.37962962962962965,17,3,0.15952685421994883,0.31521739130434784,21,0.14569434859289931,0.2995169082125604,5,3,8
51,6,488,6,360,6,True,51,0,172,0.24845593268108065,0.7044763860369609,51,44,0.2677098694631056,0.5411699164345405,316,0.17551034415699554,0.5938181007018125,5,3,8
9,3,21,3,15,3,True,9,0,6,0.2111111111111111,0.4,9,0,0.1507936507936508,0.2857142857142857,15,0.09666666666666666,0.19999999999999996,5,3,8
103,6,505,6,355,6,True,103,0,164,0.31006318384959164,0.7027310924369747,103,14,0.29825571828204706,0.6409106015287471,338,0.1698359767134213,0.7161689534570891,5,3,8
42,5,123,5,156,5,True,35,0,50,0.2377620380419261,0.5845661735305878,42,81,0.18752763103667902,0.5825334382376082,73,0.232852082322175,0.6822845055526177,5,3,8
39,5,76,5,83,5,True,39,1,7,0.1864957264957265,0.3764912280701755,38,14,0.1837544760489156,0.4537869062901156,69,0.12270060091905267,0.3050406504065041,5,3,8
5,1,5,1,5,1,True,5,0,0,0.0,0.0,5,0,0.0,0.0,5,0.0,0.0,5,3,8
13,3,37,3,29,3,True,13,0,10,0.29059829059829057,0.5555555555555556,13,2,0.20879120879120877,0.4761904761904762,27,0.12727807172251615,0.31746031746031744,5,3,8
21,3,38,3,42,3,True,21,0,13,0.08687258687258687,0.28378378378378377,21,17,0.19175377468060398,0.4609756097560976,25,0.20065919578114702,0.3230059327620303,5,3,8
33,4,92,4,83,4,True,33,0,18,0.19896769896769895,0.5521978021978022,33,9,0.22394678492239467,0.5335365853658536,74,0.11900113729382021,0.4095416778343607,5,3,8
21,5,130,5,97,5,True,21,0,39,0.21897379106681433,0.4434108527131783,21,6,0.19682539682539685,0.4125,91,0.08273436834483346,0.6124031007751938,5,3,8
29,4,73,4,61,4,True,29,0,28,0.19204980842911878,0.5317460317460319,29,16,0.1908045977011494,0.5785714285714286,45,0.1280246913580247,0.3138888888888889,5,3,8
25,5,168,5,71,5,True,25,2,103,0.22800399201596808,0.5948103792415169,23,5,0.1591614906832298,0.5238095238095237,65,0.18375337237612685,0.3721129170230966,5,3,8
59,5,162,5,169,5,True,59,3,27,0.2552301331174606,0.544656243306918,56,34,0.20811341778090547,0.4020935960591133,135,0.1317997086113028,0.5913561076604554,5,3,8
33,4,104,4,46,4,True,33,2,58,0.2599293909973522,0.5946601941747574,31,0,0.20172491039426524,0.475,46,0.22575864171474133,0.6295577130528587,5,3,8
96,6,464,6,347,6,True,93,0,120,0.3461534418502887,0.7440718426736387,93,6,0.3133062471580779,0.7153635533921509,341,0.12019945698429865,0.5804005043758349,5,3,8
37,5,259,5,210,5,True,37,0,58,0.3462183113345904,0.7790697674418605,37,12,0.35128669339195656,0.766347687400319,198,0.1064633576595299,0.5264641519231482,5,3,8
11,2,19,2,11,2,True,11,0,8,0.10909090909090909,0.26666666666666666,11,0,0.0,0.0,11,0.10909090909090909,0.26666666666666666,5,3,8
17,4,73,4,48,4,True,17,0,34,0.2042483660130719,0.47916666666666663,17,9,0.1595744680851064,0.324468085106383,39,0.3003046008365157,0.741725768321513,5,3,8
100,6,526,6,372,6,True,100,0,163,0.33740952380952377,0.8264357864357864,100,7,0.3084916550954287,0.7217457594816086,360,0.1567056004791854,0.5428571428571428,5,3,8
39,5,161,5,83,5,True,39,2,84,0.2668437921727395,0.7546052631578947,37,6,0.18839121534885334,0.503209242618742,77,0.15948685460880585,0.7542682926829268,5,3,8
36,4,103,4,79,4,True,36,0,27,0.2488095238095238,0.4551820728291316,36,4,0.22245624745624745,0.4981684981684981,75,0.15123177476118654,0.4366515837104072,5,3,8
95,6,495,6,345,6,True,95,0,156,0.35947654043369254,0.8451201653889223,95,17,0.28432120628141355,0.7579168728352301,326,0.15428226173058007,0.5437341116655682,5,3,8
17,5,165,5,149,5,True,17,0,55,0.11280487804878049,0.2820121951219512,17,39,0.13016693163751986,0.34121621621621623,110,0.1597920536944927,0.5519116677653264,5,3,8
13,3,23,3,35,3,True,13,0,6,0.1853146853146853,0.37878787878787884,13,18,0.2692307692307692,0.5392156862745099,17,0.0817867253853413,0.160427807486631,5,3,8
43,6,412,6,223,6,True,43,0,211,0.25020814640573596,0.7705943691345152,43,22,0.27173685313220197,0.5321750321750321,201,0.24117084728262417,0.8493456960610245,5,3,8
17,5,247,5,146,5,True,17,0,114,0.1520803443328551,0.35060975609756095,17,13,0.26064908722109537,0.44482758620689655,133,0.22428801187156286,0.8866834875245304,5,3,8
45,5,271,5,175,5,True,45,0,104,0.3279012345679012,0.7387205387205387,45,8,0.3203065134099617,0.6896551724137931,167,0.17122842437729904,0.48020434227330777,5,3,8
159,7,598,7,657,7,True,159,0,98,0.3093507369130769,0.7304984839810869,159,171,0.2957604693971468,0.6358443964186478,480,0.13653926602865277,0.4951740409363892,5,3,8
185,7,846,7,720,7,True,185,0,188,0.28431737114011363,0.8191149987136609,185,110,0.3296417206951161,0.7169831287416097,610,0.18342460798597332,0.6780456090395108,5,3,8
122,7,626,7,513,7,True,117,0,177,0.3082763862400226,0.8877487603305785,122,74,0.2969971199278553,0.8288675103305785,433,0.13085723874133948,0.6240875,5,3,8
120,7,793,7,562,7,True,116,0,251,0.3128452007762353,0.8447818521347933,116,23,0.319474811868321,0.8283677107206519,537,0.1451581761309004,0.611779560308972,5,3,8
206,7,483,7,665,7,True,200,0,75,0.21985679587086326,0.7053435887055967,206,253,0.2958820244273328,0.6950705260064649,408,0.13785585348472237,0.6947207918812178,5,3,8
139,7,443,7,744,7,True,137,2,71,0.1968596241562807,0.7049314709161256,137,388,0.34916386645611874,0.6928335966606198,355,0.220576196777383,0.7544441940768438,5,3,8
17,4,57,4,63,4,True,17,0,10,0.25210084033613445,0.5,17,16,0.20398481973434535,0.3709677419354839,47,0.1722595352485538,0.6382488479262673,5,3,11
30,4,98,4,87,4,True,30,0,24,0.2646048109965636,0.5151084251688589,30,13,0.23372093023255813,0.504410585404972,74,0.10987545925210754,0.5483097578518341,5,3,11
15,4,75,4,65,4,True,15,0,16,0.2684684684684685,0.4633204633204633,15,6,0.18794642857142857,0.4151785714285714,59,0.21900051534585432,0.5050675675675675,5,3,11
13,3,33,3,27,3,True,13,0,10,0.09455128205128203,0.20833333333333331,13,4,0.15088757396449703,0.3589743589743589,23,0.18467809364548496,0.4014423076923077,5,3,11
13,3,38,3,39,3,True,13,0,3,0.2259182259182259,0.6171171171171171,13,4,0.2206477732793522,0.46491228070175444,35,0.14336516968095914,0.24822190611664297,5,3,11
70,6,366,6,331,6,True,70,0,96,0.3646183953033268,0.8203295612467738,70,59,0.3064935064935065,0.6205533596837944,270,0.19612333379456667,0.6776670817766708,5,3,11
188,7,630,7,593,7,True,187,4,183,0.30417288517319974,0.760225466107819,183,144,0.2844277498327643,0.7522673074143662,446,0.1864586823700514,0.8153815580286168,5,3,11
161,7,431,7,532,7,True,161,1,54,0.24594828831431462,0.7031976744186046,160,157,0.2899361464218456,0.8176553672316385,372,0.18697160165747653,0.6134191740025402,5,3,11
136,7,875,7,576,7,True,135,0,311,0.3414734456466807,0.8508348165098737,135,14,0.3066342219836584,0.7005475040257649,561,0.16213373470877848,0.5924942791762015,5,3,11
176,7,825,7,689,7,True,176,0,228,0.30259129523389233,0.7508529819694868,176,97,0.29958929515252186,0.6640863787375415,590,0.12240704084405173,0.5006773538044706,5,3,11
17,3,52,3,59,3,True,17,0,7,0.2808535178777393,0.6004901960784313,17,14,0.26267748478701824,0.5646551724137931,45,0.10178048230786566,0.4137931034482759,5,3,11
89,6,328,6,247,6,True,87,2,109,0.22498913526278286,0.7578885182096191,87,33,0.2510035170884624,0.6686067997043607,212,0.15945996248087804,0.7493846498098008,5,3,11
219,7,839,7,709,7,True,218,0,154,0.2937073472637064,0.7618510652273872,218,28,0.2677570702308248,0.6872181620276785,679,0.10312631431180416,0.5166659924760325,5,3,11
35,6,417,6,342,6,True,35,0,124,0.328228021978022,0.5783371040723981,35,50,0.29698366149979055,0.5532171813006728,292,0.14665704310603228,0.54631457252425,5,3,11
171,8,946,8,1012,8,True,171,0,125,0.35073176769083203,0.7939620292561469,171,207,0.3301349074865166,0.778285913772037,793,0.15826525129438979,0.6809570910461118,5,3,11
215,7,877,7,648,7,True,211,0,252,0.2676530829148264,0.7008812358639526,211,22,0.26543635420024714,0.7724002946741972,617,0.1489897618153869,0.7111872146118721,5,3,11
27,5,177,5,152,5,True,27,0,41,0.2236305361305361,0.5218531468531469,27,16,0.20787343635025757,0.40906775343861435,136,0.14333808478237775,0.4545454545454546,5,3,11
256,8,1308,8,1119,8,True,255,0,260,0.3346591608724442,0.871170319696356,255,99,0.31011851090711634,0.760977235259041,1007,0.17025536911882747,0.6854080067012221,5,3,11
29,5,193,5,118,5,True,29,0,98,0.2719109195402299,0.6413690476190477,29,23,0.243042398214812,0.5775335775335775,95,0.17179627755285648,0.6006944444444444,5,3,11
11,3,19,3,25,3,True,11,0,0,0.1494949494949495,0.3555555555555556,11,6,0.1659090909090909,0.38333333333333336,19,0.04312865497076023,0.125,5,3,11
191,7,651,7,695,7,True,191,0,124,0.27266930919727833,0.6871255060728745,191,178,0.3038610679421217,0.6704535112998635,514,0.1580968268659317,0.571163821769009,5,3,11
230,8,1383,8,1088,8,True,229,0,306,0.36179604611685307,0.8396318227491327,229,20,0.32179264077506153,0.8100818325345589,1060,0.12002744038997416,0.6196717688455993,5,3,11
43,6,238,6,181,6,True,42,0,68,0.2957748500243979,0.8342374924653405,42,14,0.29452003023431594,0.6952380952380952,167,0.20156859277226138,0.6644163150492265,5,3,11
88,6,176,6,308,6,True,88,0,32,0.17758471413643828,0.5929720853858784,88,163,0.2700621853716316,0.603991164027107,144,0.18331123002947108,0.5416472778036296,5,3,11
102,6,478,6,359,6,True,102,0,133,0.3178978090187857,0.7763663158768708,102,16,0.24381093219410668,0.7443166104319929,342,0.14533993817879987,0.5283077427590972,5,3,11
68,5,210,5,181,5,True,68,1,73,0.24992963692654094,0.6957080625580233,67,44,0.18549417093636297,0.5055555555555555,137,0.22250006790921123,0.6556618819776714,5,3,11
202,7,825,7,662,7,True,201,0,185,0.33296626080821323,0.7833828430662223,201,24,0.2836178505639811,0.6923928014993113,635,0.12769088529158656,0.6315985635180588,5,3,11
194,8,885,8,1099,8,True,192,4,122,0.3211007468700912,0.768879094084824,188,378,0.34903969976580224,0.6795067810526911,710,0.2264864686972066,0.7466516661309333,5,3,11
27,5,202,5,111,5,True,27,6,99,0.31002395430256124,0.7267508610792193,21,8,0.21052281052281052,0.513986013986014,103,0.13852054818581408,0.5603346901854365,5,3,11
108,6,482,6,194,6,True,108,12,287,0.32293832293832286,0.7588357588357588,96,0,0.16513122851193646,0.42603263764466603,192,0.24887847442899255,0.7426561675266339,5,3,11
99,6,541,6,343,6,True,98,1,192,0.3059408116988292,0.744066515495087,97,7,0.2796719338847856,0.7170306719178899,333,0.17944377125663677,0.5987329434697856,5,3,11
287,8,1362,8,1049,8,True,285,2,335,0.347236731454992,0.725731285613725,283,37,0.29898061639490714,0.7516548337159025,1006,0.12213661497036815,0.5319169223348346,5,3,11
9,3,25,3,19,3,True,9,0,8,0.16666666666666666,0.33333333333333337,9,2,0.08333333333333333,0.16666666666666669,17,0.1111111111111111,0.2222222222222222,5,3,11
25,5,116,5,159,5,True,25,0,23,0.12710144927536232,0.39565217391304347,25,66,0.2856118143459916,0.6181434599156118,93,0.2515288701096573,0.7287286736378646,5,3,11
19,5,181,5,132,5,True,19,0,78,0.2552631578947368,0.55,19,29,0.20925405115843043,0.5182357930449534,103,0.25009799319811915,0.7633163698049195,5,3,11
21,6,161,6,126,6,True,21,0,78,0.2523809523809524,0.5375000000000001,21,43,0.24514285714285716,0.604,83,0.23485843373493975,0.6585,5,3,11
11,3,27,3,13,3,True,11,0,16,0.13986013986013987,0.3076923076923077,11,2,0.04090909090909091,0.09999999999999998,11,0.13228438228438227,0.391025641025641,5,3,11
58,6,74,6,158,6,True,56,0,3,0.14303309643972947,0.6322999279019466,58,88,0.2875027454425653,0.6862219242373448,69,0.22202074078570172,0.6480237326585813,5,3,11
508,9,1868,9,1575,9,True,506,0,353,0.31501051037427424,0.8244290696188022,506,105,0.2916728541800255,0.651091830008847,1460,0.13180419103242327,0.5749641503026212,5,3,11
66,7,551,7,620,7,True,66,0,89,0.3361114642932825,0.7572027972027972,66,164,0.3543161200673317,0.7426867155461663,447,0.1333200005388315,0.5530121897488618,5,3,11
173,8,1213,8,984,8,True,173,3,287,0.36719510101299146,0.8817829457364341,170,59,0.32688157640211923,0.7161454020677092,881,0.19095488146034306,0.808945975981118,5,3,11
11,2,17,2,15,2,True,11,0,6,0.09659090909090909,0.22499999999999998,11,4,0.14285714285714285,0.2857142857142857,11,0.08035714285714285,0.1875,5,3,11
23,3,51,3,41,3,True,23,0,11,0.19573122529644268,0.6181818181818182,23,1,0.17816205533596838,0.3681818181818182,40,0.133125,0.33999999999999997,5,3,11
85,7,685,7,528,7,True,85,0,243,0.31961521450685537,0.8162071846282373,85,98,0.36019751354052054,0.7812415288696123,430,0.17246105902120526,0.6287714859571446,5,3,11
378,8,1438,8,1051,8,True,377,0,346,0.30135827923835234,0.7611366149268388,377,48,0.2581176456398262,0.6826828344069724,987,0.15645431770185086,0.6542578785167512,5,3,11
112,7,682,7,572,7,True,110,0,201,0.33497277814458426,0.9434059610271064,110,84,0.3314813300802793,0.8869061706189553,477,0.14550350234392379,0.5349272600559083,5,3,11
193,7,899,7,606,7,True,190,0,291,0.3466627837689994,0.8186363214550854,190,13,0.2833829926054806,0.7354683195592286,588,0.15307618749611054,0.6104400964494101,5,3,11
178,8,1158,8,955,8,True,178,1,276,0.3415107278683826,0.8399328088911026,177,113,0.31580100098146857,0.8391962477347831,819,0.15556710408120744,0.7552361072606992,5,3,11
543,9,1590,9,1667,9,True,534,0,176,0.27223973192914275,0.7685088210227602,535,263,0.287819032154711,0.7658022618641552,1352,0.16267448902768364,0.5959987519236769,5,3,11
481,9,1533,9,1820,9,True,465,0,147,0.2778565044873055,0.783077676240209,473,497,0.3196082596165059,0.773006001466007,1281,0.14792639887527098,0.6449409123596732,5,3,11
21,2,32,2,54,2,True,21,0,0,0.08955453149001535,0.2129032258064516,21,22,0.1546271338724169,0.37358490566037733,32,0.10637933657942789,0.3858794887401096,7,4,5
19,2,44,2,73,2,True,19,0,11,0.17074663402692777,0.38759689922480617,19,40,0.30774853801169594,0.5555555555555556,33,0.21768068279696187,0.5213178294573644,7,4,5
22,3,96,3,85,3,True,22,0,38,0.1993620414673046,0.4932330827067669,22,27,0.2094155844155844,0.5357142857142857,58,0.10237231008555872,0.43558897243107764,7,4,5
25,3,93,3,118,3,True,25,0,33,0.2808695652173913,0.4891304347826087,25,58,0.2312820512820513,0.4423076923076923,60,0.11280348073826335,0.25919732441471566,7,4,5
