total_nodes_misplaced,solution_length_misplaced,total_nodes_height_diff,solution_length_height_diff,total_nodes_h_max,solution_length_h_max,solution_lengths_identical,shared_states_misplaced_height_diff,unique_to_misplaced,unique_to_height_diff,avg_order_diff_misplaced_height_diff,max_order_diff_misplaced_height_diff,shared_states_misplaced_h_max,unique_to_h_max,avg_order_diff_misplaced_h_max,max_order_diff_misplaced_h_max,shared_states_height_diff_h_max,avg_order_diff_height_diff_h_max,max_order_diff_height_diff_h_max,num_blocks,num_stacks,num_moves
24,3,60,3,84,3,True,24,0,3,0.1807909604519774,0.3389830508474576,24,27,0.2419678714859438,0.6165531691985333,57,0.07592905072565015,0.5895446191545844,7,4,5
10,2,22,2,27,2,True,10,0,5,0.2,0.38095238095238093,10,10,0.17435897435897435,0.43589743589743585,17,0.1702219349278173,0.3498168498168498,7,4,5
88,4,277,4,450,4,True,88,3,92,0.20903042796783425,0.6544227886056971,85,270,0.26360855992807997,0.6351790697079077,180,0.22253253786370858,0.8406442658403538,7,4,5
105,4,807,4,424,4,True,105,0,485,0.28287841191067,0.6535359801488834,105,108,0.24132612856017113,0.5933578832515003,316,0.17461010023649573,0.7514416110847133,7,4,5
47,4,323,4,487,4,True,47,0,104,0.25459230870886745,0.4285714285714286,47,268,0.29494105061994874,0.7057613168724279,219,0.15594728345925046,0.4938782813178948,7,4,5
34,4,463,4,470,4,True,34,0,233,0.17086834733893558,0.35497835497835495,34,238,0.24734235620978381,0.6590424500872263,230,0.17648235389961542,0.8317180332105705,7,4,5
34,4,408,4,490,4,True,34,0,73,0.18061376884906297,0.5798525798525799,34,160,0.2717375851623416,0.6056887897378694,330,0.15845222091736313,0.8387975259140903,7,4,5
24,2,38,2,41,2,True,24,0,5,0.12406972189580884,0.29612220916568743,24,8,0.139356884057971,0.33260869565217394,33,0.02553235053235053,0.22972972972972971,7,4,5
16,3,100,3,94,3,True,16,0,14,0.18813131313131312,0.46868686868686865,16,10,0.34946236559139787,0.6451612903225806,84,0.18608124253285543,0.6894753991528184,7,4,5
22,3,43,3,151,3,True,22,0,0,0.19155844155844157,0.35714285714285715,22,108,0.20575757575757575,0.4676190476190476,43,0.19789590254706535,0.3714285714285714,7,4,5
68,4,226,4,455,4,True,63,0,68,0.13676906472926373,0.4634162520729685,68,287,0.3031162856358271,0.7445262673417055,146,0.35244275474557296,0.861076847772883,7,4,5
22,3,52,3,135,3,True,22,0,23,0.1657754010695187,0.3025210084033614,22,106,0.25135685210312075,0.535181236673774,29,0.07761900436963257,0.23266022827041263,7,4,5
24,3,156,3,127,3,True,24,0,46,0.35241935483870973,0.7147265077138849,24,16,0.29521680691912106,0.7244039270687237,108,0.21185782556750296,0.6725806451612903,7,4,5
37,4,297,4,282,4,True,37,0,159,0.3022279035792549,0.5123873873873874,37,144,0.22353136054203668,0.6076512455516014,138,0.17925530357837335,0.5851207078965086,7,4,5
31,3,156,3,143,3,True,31,0,68,0.24027055150884494,0.4483870967741935,31,55,0.21194911403907316,0.6694835680751174,88,0.108886456569328,0.45665606542480686,7,4,5
24,3,123,3,88,3,True,24,0,58,0.2797131147540984,0.5292230933713471,24,23,0.24825087456271863,0.5862068965517242,63,0.18420863728947393,0.5685886564914264,7,4,5
19,2,62,2,47,2,True,19,0,25,0.19207170932796472,0.4699453551912568,19,10,0.17060767861683193,0.40579710144927533,37,0.05971759357361638,0.47647897362794017,7,4,5
37,4,360,4,140,4,True,37,0,285,0.1648347511857261,0.31337047353760444,37,65,0.09882904487221034,0.24700239808153474,75,0.14023099069490924,0.44510130057513875,7,4,5
30,3,38,3,22,3,True,24,8,22,0.07820751786269027,0.15657036346691522,22,6,0.11792804896253171,0.5041050903119868,16,0.0888030888030888,0.601029601029601,7,4,5
22,2,62,2,59,2,True,22,0,16,0.1434958484138812,0.37470725995316156,22,13,0.1438274369308852,0.3645320197044335,46,0.08684592130164426,0.3080836630864895,7,4,5
13,2,19,2,29,2,True,13,0,0,0.16666666666666666,0.33333333333333337,13,10,0.2857142857142857,0.5714285714285714,19,0.12406015037593986,0.23809523809523808,7,4,5
45,3,192,3,182,3,True,45,0,60,0.19947643979057592,0.39386006663493567,45,50,0.22056476365868632,0.5160723254645906,132,0.15011399465132363,0.4088108530271037,7,4,5
22,3,98,3,65,3,True,22,0,57,0.10523497121435264,0.33578792341678937,22,27,0.10227272727272728,0.28794642857142855,38,0.11497473548562126,0.3795103092783505,7,4,5
35,3,107,3,75,3,True,35,8,57,0.20080862533692723,0.374583795782464,27,27,0.2250191367838427,0.49364069952305245,48,0.1619496855345912,0.6925038245792963,7,4,5
25,3,180,3,162,3,True,25,0,41,0.23877094972067037,0.5488826815642458,25,26,0.21397515527950312,0.5139751552795031,136,0.1801367255670789,0.6422846039071446,7,4,5
13,2,27,2,24,2,True,13,0,3,0.16272189349112426,0.3076923076923077,13,0,0.11204013377926422,0.24275362318840576,24,0.1152452619843924,0.3311036789297659,7,4,5
1,0,1,0,1,0,True,1,0,0,-1.0,-1.0,1,0,-1.0,-1.0,1,-1.0,-1.0,7,4,5
22,2,22,2,64,2,True,22,0,0,0.0,0.0,22,42,0.15945165945165946,0.38095238095238093,22,0.15945165945165946,0.38095238095238093,7,4,5
90,4,547,4,831,4,True,90,5,186,0.2745421245421245,0.8611556982343499,85,475,0.33433965870089744,0.6668471639366454,356,0.16999669253628913,0.6468687938567457,7,4,5
31,3,141,3,218,3,True,31,0,19,0.15360983102918588,0.3928571428571428,31,100,0.2906942173331351,0.6649769585253457,118,0.240027727876279,0.6357142857142857,7,4,5
25,3,175,3,111,3,True,25,0,108,0.22137931034482758,0.43103448275862066,25,45,0.20836363636363636,0.4590909090909091,66,0.11281150058579525,0.6448275862068966,7,4,5
36,4,81,4,446,4,True,36,0,26,0.22812500000000002,0.44999999999999996,36,382,0.2902621722846442,0.7630818619582664,55,0.20393513789581205,0.47612359550561795,7,4,5
30,3,143,3,238,3,True,30,0,33,0.30422535211267604,0.6852841185041283,30,130,0.37074542897327706,0.6898006692856103,108,0.15106371153943507,0.6916265525643311,7,4,5
25,3,55,3,141,3,True,25,0,18,0.17777777777777778,0.3472222222222222,25,104,0.15580952380952381,0.5857142857142857,37,0.16673101673101673,0.6761904761904762,7,4,5
89,4,602,4,583,4,True,83,0,269,0.26889056756446444,0.6510172439872939,89,260,0.2801845631105448,0.6003592627303967,323,0.14825416336717678,0.5854618019223401,7,4,5
84,5,1142,5,252,5,True,82,17,899,0.3469300557867304,0.6882569717960361,65,34,0.16271448035476258,0.7157874525992416,213,0.2597731100180303,0.9495654542216759,7,4,5
39,4,515,4,616,4,True,39,0,256,0.2637433902025341,0.5012287528158919,39,381,0.3092974775901605,0.6681215233204963,235,0.28536754980928397,0.7426149125304482,7,4,5
124,4,725,4,691,4,True,124,0,257,0.2892758018874076,0.7456093069217985,124,223,0.36334735857877515,0.8091905266878755,468,0.1761967539982193,0.6620986468091921,7,4,5
31,3,155,3,140,3,True,31,0,94,0.11579388353581901,0.3220779220779221,31,81,0.23497331167324204,0.7299760191846523,59,0.1519904921319383,0.6620106512192843,7,4,5
42,4,426,4,317,4,True,42,4,249,0.12393249982919997,0.36137733142037304,38,140,0.23224760728619942,0.43092003704847176,177,0.1737374795444889,0.6318763961280714,7,4,5
39,3,196,3,270,3,True,39,0,15,0.2865877712031558,0.697165991902834,39,91,0.3942903441044705,0.6779495206417531,179,0.1570878789960429,0.5901439328948623,7,4,5
34,5,492,5,633,5,True,34,0,265,0.2676410686474182,0.480836882058878,34,406,0.28122673119880864,0.801975450709628,227,0.1128808771459005,0.46934697981386475,7,4,5
42,4,326,4,491,4,True,42,0,118,0.22175288126507636,0.5165478424015009,42,291,0.35189504373177843,0.7760079641612743,199,0.2339961976286456,0.8825745682888541,7,4,5
48,5,1279,5,1734,5,True,48,0,564,0.33801186750130413,0.6310391902240868,48,1045,0.3785583766108867,0.7215258253428442,689,0.1938662927564798,0.7569715916838468,7,4,5
51,5,738,5,1307,5,True,47,0,335,0.34616415023528396,0.9755766621438263,47,857,0.3748682024046137,0.9762633996937213,403,0.1999462583261221,0.8111160056601303,7,4,5
188,5,1724,5,2334,5,True,181,4,538,0.33048914715242184,0.8350098230607602,177,1116,0.3999305257408359,0.8766981990551744,1132,0.24280529468339687,0.8075123409139703,7,4,5
19,3,61,3,124,3,True,19,0,7,0.3105263157894737,0.5833333333333334,19,70,0.3780487804878049,0.7113821138211383,54,0.09743300210779886,0.2703252032520326,7,4,8
16,2,25,2,43,2,True,16,0,0,0.1875,0.375,16,18,0.29464285714285715,0.5714285714285714,25,0.10380952380952381,0.38095238095238093,7,4,8
19,3,147,3,160,3,True,19,0,35,0.25450612833453495,0.5875190258751902,19,50,0.3533598146309169,0.8197064989517819,110,0.18594852635948528,0.6575773240286034,7,4,8
33,4,437,4,342,4,True,33,0,173,0.29990269669168756,0.6201261467889908,33,84,0.24820047987203414,0.5574596774193549,256,0.2265791574463935,0.8007681132126234,7,4,8
36,4,561,4,441,4,True,36,0,267,0.11562499999999999,0.2732142857142857,36,147,0.18371212121212122,0.6782467532467533,294,0.19393718526371587,0.7521103896103896,7,4,8
38,4,491,4,435,4,True,38,0,179,0.36390977443609024,0.677661334804192,38,128,0.4016492845015765,0.7115456470295181,307,0.201890708999792,0.7425938117182357,7,4,8
36,4,399,4,480,4,True,36,0,156,0.19752333094041638,0.46905958363244793,36,237,0.3375666898631408,0.6461676110945422,243,0.1676716313510817,0.6877393229193987,7,4,8
22,3,106,3,76,3,True,22,0,66,0.13722943722943723,0.34285714285714286,22,38,0.116017316017316,0.30857142857142855,38,0.11764411027568923,0.6057142857142856,7,4,8
130,5,1450,5,997,5,True,130,2,769,0.32183999575303923,0.8438538205980066,128,345,0.2912243085714953,0.6320164378444009,652,0.23650843769341234,0.8067986230636832,7,4,8
31,4,425,4,515,4,True,31,0,192,0.14902109961452628,0.4066037735849056,31,288,0.3011798669511736,0.593774319066148,225,0.19944611669888815,0.7361518978048601,7,4,8
93,5,1288,5,1747,5,True,93,0,408,0.37175309755954916,0.7934191412452282,93,873,0.3433001472142028,0.7756486876836496,874,0.19018070102667523,0.833545606741483,7,4,8
30,3,141,3,114,3,True,30,0,53,0.2380952380952381,0.4492610837438424,30,28,0.27168141592920353,0.4613976197741837,86,0.06968585540822626,0.6247155499367888,7,4,8
255,5,2159,5,2278,5,True,255,0,503,0.27471333296988865,0.649785088263411,255,619,0.33507194709240745,0.6538960297946946,1656,0.10349419623994294,0.6108215165313122,7,4,8
22,4,235,4,264,4,True,22,0,51,0.09537684537684536,0.26007326007326004,22,88,0.17326716376146034,0.7262357414448669,176,0.169225709862592,0.6251503038575282,7,4,8
31,4,361,4,619,4,True,31,0,64,0.20277777777777778,0.4527777777777778,31,297,0.19172147405783485,0.5970873786407767,291,0.20261995054808588,0.7805825242718447,7,4,8
157,6,2140,6,3496,6,True,150,0,544,0.31057089941381666,0.8003290538353652,153,1904,0.3579230833964487,0.757213601848795,1513,0.26978042188555007,0.8459859506768835,7,4,8
107,5,994,5,2197,5,True,107,0,213,0.2997571787559647,0.8032073571605008,107,1440,0.38610557853701716,0.8075574801525931,755,0.19472592481317763,0.8101656953868336,7,4,8
90,5,519,5,313,5,True,90,14,261,0.3157872157872158,0.5693028502017266,76,58,0.23819305448149325,0.5781475079227888,247,0.1650481453113032,0.5354420354420355,7,4,8
34,6,2516,6,1556,6,True,34,0,1345,0.14295616674285833,0.32935719019218024,34,432,0.21018622005949414,0.5082139725226542,1096,0.19325790626718717,0.692672262246457,7,4,8
16,3,46,3,59,3,True,16,0,15,0.15833333333333333,0.2666666666666667,16,28,0.15193965517241378,0.45747126436781604,31,0.06890372018291929,0.36858237547892725,7,4,8
39,5,451,5,719,5,True,36,0,181,0.191130604288499,0.4244444444444444,39,427,0.2805833417913758,0.739041196305527,261,0.2444544528519811,0.9013618074899412,7,4,8
217,6,1680,6,4172,6,True,217,0,507,0.3282250516683455,0.8403205170626254,217,2952,0.4060950804711487,0.8703037729650053,1149,0.22568727522842852,0.6883488462053068,7,4,8
85,4,328,4,384,4,True,79,0,141,0.24877924692115844,0.6728920926168633,85,201,0.28096700821320697,0.722615939326122,183,0.20268319401505375,0.7715923699108119,7,4,8
64,4,741,4,613,4,True,64,3,321,0.39070945945945945,0.8000429000429,61,207,0.33885521421683423,0.7471988795518207,401,0.20448765473703132,0.820084790673026,7,4,8
46,5,371,5,317,5,True,46,0,132,0.19353048700874786,0.5573573573573574,46,102,0.25973980309423345,0.7909985935302392,215,0.24578395881898973,0.8173280875812521,7,4,8
36,4,324,4,316,4,True,36,5,127,0.23254213966288267,0.4585581601061477,31,119,0.2543778801843318,0.47619047619047616,197,0.19230289319396832,0.8221141088014152,7,4,8
35,5,517,5,886,5,True,30,0,209,0.23254293965648276,0.5517555859553124,35,587,0.35488297013720743,0.6450315719508142,299,0.25100079580294143,0.9107213243988963,7,4,8
358,6,2876,6,5039,6,True,358,0,803,0.2929336895797911,0.5703305322128851,358,2955,0.37070166178385056,0.7399011212265771,2050,0.18123047559228547,0.7466766315135406,7,4,8
151,5,1281,5,2184,5,True,139,5,405,0.26612972122302153,0.7071875,146,1286,0.3654137304241786,0.7645045045045045,850,0.24415748236708792,0.9444650423728814,7,4,8
143,5,2300,5,2338,5,True,142,0,902,0.3838095904147107,0.9245017735819003,142,921,0.34697065152612083,0.8281653980364859,1337,0.23105182567606172,0.7692174398907973,7,4,8
138,7,6645,7,6942,7,True,134,0,3030,0.3408136580377204,0.8780920824233049,134,3510,0.3978881249252587,0.8373023092446554,3366,0.24996340863114638,0.8827098505759519,7,4,8
22,2,37,2,48,2,True,22,0,13,0.10606060606060605,0.23809523809523808,22,24,0.14327162199502624,0.3161094224924012,24,0.04787234042553192,0.2411347517730496,7,4,8
91,6,5134,6,3729,6,True,91,0,2123,0.299184904970995,0.762809273329437,91,715,0.2593236282077484,0.596137339055794,2849,0.23667511382166367,0.8716229308965215,7,4,8
36,4,502,4,384,4,True,36,0,239,0.32313151474828117,0.5401197604790419,36,129,0.2935886277922831,0.6590078328981723,255,0.11829532968057639,0.5495067306639984,7,4,8
136,6,1602,6,3093,6,True,128,5,516,0.23319792895643926,0.5978902075091956,131,1951,0.37365969655107845,0.7426932106750994,1064,0.21705750984210187,0.9042222155783941,7,4,8
28,3,125,3,109,3,True,28,0,47,0.22494239631336405,0.4569892473118279,28,31,0.23379629629629628,0.5,78,0.1150897589069632,0.5722819593787336,7,4,8
125,6,1726,6,2816,6,True,123,0,626,0.32132646894491385,0.734721832632071,125,1657,0.3472743940869764,0.8560906434423882,1046,0.2891720477565048,0.9382562360027802,7,4,8
10,2,16,2,22,2,True,10,0,0,0.2,0.4,10,6,0.2,0.38095238095238093,16,0.06785714285714285,0.1523809523809524,7,4,8
163,5,2133,5,744,5,True,163,9,1518,0.3955749297412223,0.8212366525374656,154,177,0.2526433447249957,0.856080620773308,557,0.24544740007872698,0.9077209679333567,7,4,8
31,5,445,5,826,5,True,31,0,207,0.1348299912816042,0.32162162162162167,31,587,0.3288954056695992,0.6921212121212121,212,0.23797374561525506,0.8818918918918919,7,4,8
323,6,4025,6,1670,6,True,321,23,2445,0.34960329064870854,0.8766315152562884,298,179,0.25092193868265117,0.6633625967124288,1491,0.17554724800130753,0.756108198025746,7,4,8
19,2,44,2,31,2,True,19,0,23,0.19155446756425948,0.37209302325581395,19,10,0.09473684210526316,0.2,21,0.20431893687707645,0.44418604651162785,7,4,8
34,4,514,4,332,4,True,34,0,300,0.24122025205616537,0.5103668261562998,34,122,0.29260707304069666,0.6429552320790992,210,0.14891006749277805,0.7323722195720924,7,4,8
51,5,1074,5,1384,5,True,51,0,565,0.17935968422783838,0.447381174277726,51,875,0.38934257723335175,0.7404338394793926,461,0.3093929826124568,0.9384100234575214,7,4,8
118,6,4671,6,5746,6,True,118,0,1597,0.3644459117021088,0.7288145829901719,118,2733,0.4283665973359296,0.8906830912052844,2848,0.2363027061852081,0.8899898058641441,7,4,8
128,7,10206,7,6715,7,True,126,6,5496,0.4123957006599065,0.8285131188586728,120,2261,0.4049660500994123,0.8106049411383899,4319,0.2889222949595797,0.9301055207682486,7,4,8
401,7,7387,7,5458,7,True,389,28,3383,0.3536997581751622,0.8906011372867588,361,1416,0.3457054803177905,0.7950256551218617,3908,0.19726091922897857,0.8545657974084963,7,4,8
167,6,4841,6,6158,6,True,162,5,2604,0.3891455783341508,0.912214975604899,162,4084,0.3796893793329104,0.9107011120656086,1917,0.31408852257833886,0.9778317899266709,7,4,8
248,7,18157,7,13294,7,True,245,0,7657,0.42267416542198005,0.9799787357967341,245,3215,0.4096308834016339,0.964116452268111,10011,0.19357623684706823,0.7978617472513971,7,4,8
434,8,28550,8,33909,8,True,433,0,10011,0.4444363541229862,0.9322920108913673,433,16555,0.4689377975181818,0.8967823816707129,17120,0.2441329569713681,0.942575396500456,7,4,8
13,2,19,2,22,2,True,13,0,0,0.16666666666666666,0.33333333333333337,13,3,0.2142857142857143,0.4285714285714286,19,0.03884711779448622,0.09523809523809523,7,4,11
131,4,729,4,920,4,True,131,0,108,0.2773886418924587,0.6038461538461539,131,303,0.312624076950552,0.5812086716330459,617,0.15530171237699855,0.717493333652202,7,4,11
46,3,85,3,157,3,True,46,2,27,0.1688750862663906,0.6301587301587301,44,100,0.3006410256410256,0.5683760683760684,57,0.24646552278131226,0.5631868131868132,7,4,11
31,4,558,4,584,4,True,31,0,100,0.16182892222157874,0.41382405745062834,31,138,0.2261661041332374,0.49468267581475134,446,0.15259493911849467,0.7265860050318571,7,4,11
129,6,581,6,1635,6,True,129,0,78,0.23119486768243785,0.6327586206896552,129,1136,0.3491882762612318,0.7186926254589963,499,0.23697428199580692,0.8340438104081374,7,4,11
40,5,365,5,406,5,True,40,0,184,0.16899525428530954,0.466921660291826,40,249,0.1339553656220323,0.3568850902184236,157,0.32411137134483486,0.9639656230816451,7,4,11
69,6,981,6,1801,6,True,68,0,444,0.2847159452016101,0.5876950780312126,68,1289,0.4148024798154556,0.736764705882353,505,0.2568452212568195,0.7447845804988662,7,4,11
165,5,2081,5,1872,5,True,165,0,592,0.368986013986014,0.7130745778611631,165,395,0.38062981761929765,0.7636421113008565,1477,0.130532626156814,0.6251354170949308,7,4,11
133,5,1928,5,1823,5,True,133,0,900,0.3512862332270739,0.835299020301615,133,826,0.36307288528676246,0.808094667864152,995,0.19706822677824148,0.769596871996933,7,4,11
19,3,124,3,179,3,True,19,0,10,0.32413350449293965,0.6382113821138211,19,65,0.2811945594322886,0.6042446941323346,114,0.2679497226669487,0.6749337718096282,7,4,11
48,5,246,5,636,5,True,46,7,58,0.1401857690347184,0.38558402084237947,41,459,0.27866824119740613,0.586396381303401,177,0.22579641225234254,0.7443033906475975,7,4,11
165,5,3156,5,2405,5,True,165,3,1265,0.3691427748163089,0.814249545823509,162,532,0.36396850125831637,0.7173815997727365,1871,0.17558712816734656,0.7222475219589116,7,4,11
385,6,3117,6,3127,6,True,384,4,1101,0.3726745265949267,0.8492658857509627,380,1096,0.34487578448580664,0.8165437060140754,1984,0.19180513598023888,0.8383377396255021,7,4,11
66,4,250,4,208,4,True,66,0,91,0.2955205437133148,0.5502008032128514,66,58,0.1958706350010698,0.47506503158677077,150,0.21236831383505034,0.7580466794715093,7,4,11
174,6,2296,6,3836,6,True,172,1,434,0.40076235151197787,0.8928432002216429,171,1958,0.40796667771550843,0.8790498225199901,1862,0.19092192516431078,0.7433602326922367,7,4,11
28,3,159,3,115,3,True,28,0,84,0.13147143526890362,0.2763713080168776,28,37,0.148635477582846,0.3401559454191033,73,0.18090070850787449,0.549855651787697,7,4,11
258,6,1994,6,4624,6,True,256,2,597,0.32255301446600065,0.7696997858262674,254,3229,0.3876801437804099,0.8205310783251734,1357,0.2679811211950309,0.8561485858084954,7,4,11
75,4,268,4,748,4,True,75,0,74,0.2870877619192226,0.8156696021864562,75,543,0.36638107987505575,0.7855566409783278,190,0.26748238766221993,0.6567693996961629,7,4,11
22,4,201,4,184,4,True,22,0,111,0.2199350649350649,0.4964285714285714,22,93,0.25090483287204596,0.49024199843871974,83,0.218790242938969,0.8512841530054645,7,4,11
80,5,1343,5,916,5,True,80,2,734,0.2984131232432229,0.8718330849478391,78,358,0.35065667771623366,0.9759562841530055,555,0.3062134862134862,0.8087928464977646,7,4,11
341,6,5661,6,4621,6,True,341,2,2317,0.38593307980062797,0.8189981292870505,339,1220,0.3912309305594053,0.8487267634326457,3302,0.19100871073687634,0.9128462821042327,7,4,11
159,5,1896,5,803,5,True,153,12,1244,0.31311906880918094,0.8021675962726695,147,132,0.2709416289638429,0.7097919757568105,640,0.2188526591256029,0.8237697313444621,7,4,11
153,5,1647,5,1859,5,True,153,0,409,0.3119664228591396,0.7179765939758266,153,598,0.3144832839184434,0.7634199195513003,1222,0.20350765132646123,0.6697235167094577,7,4,11
500,6,2846,6,3219,6,True,500,6,1077,0.28913594218313604,0.8030923005941584,494,1453,0.34574233981382974,0.8667010839578474,1723,0.21914550831258317,0.8155512544223453,7,4,11
178,6,5554,6,4483,6,True,178,0,2522,0.3629183612235386,0.7815686741324739,178,1570,0.39012672709926016,0.8773096151082673,2756,0.26062213730666817,0.9012921847664384,7,4,11
46,7,13800,7,8028,7,True,46,0,7194,0.13004218957265334,0.3974635843177042,46,1984,0.1862458766879174,0.4321110695845964,6007,0.20492580676738145,0.8407610166113312,7,4,11
87,6,7357,6,5814,6,True,87,0,2549,0.33870642451072347,0.7019708638415721,87,1179,0.3665902127489138,0.7127688940986321,4371,0.21522162763679098,0.8925700416282082,7,4,11
122,5,1416,5,1412,5,True,122,0,688,0.3145832365882605,0.7298601173962562,122,707,0.3281695843840627,0.7050389208755294,705,0.19133305921004432,0.798898608359858,7,4,11
77,4,363,4,598,4,True,77,0,76,0.2570495802540001,0.6866094794998546,77,315,0.35131284126259,0.7054571101119633,283,0.1915948953913899,0.8217098383260687,7,4,11
31,4,587,4,363,4,True,31,0,248,0.2618041029028588,0.5665529010238908,31,46,0.2671538050258421,0.6397790055248619,305,0.24461221639603922,0.7916674523409952,7,4,11
99,6,4251,6,4405,6,True,99,0,2157,0.3865428653614109,0.7796456309047507,99,2312,0.42954522518555216,0.8760496024022688,1920,0.2606489604537856,0.9451084713206013,7,4,11
477,6,2445,6,3961,6,True,459,38,984,0.2714030810916624,0.6967019213577411,439,2530,0.31942850240116755,0.8055003819709703,1383,0.2344089900858258,0.8557514589429484,7,4,11
191,6,5431,6,4363,6,True,191,0,2377,0.4062261392395107,0.7883396336144227,191,1227,0.4083874499690392,0.9233161997152441,2850,0.25365018194219846,0.962498828405035,7,4,11
127,4,514,4,138,4,True,98,38,411,0.19915150688512664,0.5925925925925926,89,41,0.2389075699171656,0.4931062449310625,95,0.2863317854117943,0.7274796886783056,7,4,11
154,6,5292,6,3218,6,True,151,2,2723,0.426297882082845,0.9705159705159705,149,955,0.4187879865579551,0.9561703450419645,2186,0.23504790705597492,0.8927004155477889,7,4,11
531,7,13152,7,16192,7,True,525,0,2636,0.4348584242617525,0.9415153162898868,525,5620,0.439662740767044,0.9015925455907836,10307,0.1713536097094791,0.8418967109143798,7,4,11
125,4,667,4,704,4,True,120,0,154,0.20127748716458393,0.5957812651361039,125,198,0.31555618776671407,0.6538223282705455,488,0.19184467038220274,0.7751699067488541,7,4,11
28,3,160,3,152,3,True,28,0,54,0.26861834880702806,0.6079664570230608,28,48,0.2663460527698938,0.6068187392690704,104,0.155089277418404,0.6580448998292308,7,4,11
28,5,1194,5,497,5,True,28,0,788,0.33256052723781143,0.9664710813076278,28,123,0.27051331285202257,0.8205645161290323,374,0.18962093401492028,0.7709623340453722,7,4,11
40,5,581,5,679,5,True,40,0,345,0.17710875331564985,0.4063660477453581,40,450,0.3224387338325391,0.686861810755616,216,0.24894346398580453,0.8676940290916488,7,4,11
25,3,156,3,138,3,True,25,0,65,0.16522580645161292,0.603494623655914,25,49,0.32978102189781017,0.8488442822384429,89,0.1609035326985605,0.6735578055097716,7,4,11
39,5,1161,5,653,5,True,36,0,706,0.20240849969751964,0.48879310344827587,39,188,0.14720407673265276,0.40256700032289316,442,0.16718752243537893,0.5804315633594246,7,4,11
85,5,1147,5,1533,5,True,85,0,302,0.30841216067578864,0.7200822737471952,85,661,0.3519607843137255,0.8542832276513739,819,0.1823772089653188,0.9238217616958064,7,4,11
186,8,18704,8,21775,8,True,186,0,7356,0.4115905734172943,0.8678041245009112,186,11149,0.43600832007395623,0.867385351733657,10451,0.23885823671794215,0.9144352221641416,7,4,11
182,7,16122,7,10598,7,True,182,0,8412,0.420439152725135,0.8821042934630065,182,3229,0.4449610972211708,0.824701247147504,7065,0.23538858321243014,0.9213447067990241,7,4,11
511,8,22685,8,21531,8,True,493,0,7422,0.4536034250863407,0.9144711137849603,493,6988,0.45035186840884633,0.9496807919637896,14394,0.22019511642697193,0.9019895471316448,7,4,11
607,7,16251,7,16224,7,True,603,0,5761,0.3828674597731492,0.9534675806042143,603,6432,0.4372003762100045,0.8946738414210034,9702,0.22334732096050153,0.8981532012954069,7,4,11
549,8,27761,8,35694,8,True,532,0,6192,0.4254858349581016,0.9254284071214622,533,15763,0.4614366111860987,0.9223527441333137,19773,0.21412883881854897,0.8593205929854478,7,4,11
569,8,32633,8,36541,8,True,550,0,8230,0.44082267266932623,0.8848775417891019,550,13944,0.46352259043638355,0.9295312102500057,22316,0.2322610460746417,0.9348978769467227,7,4,11
1236,9,30119,9,63572,9,True,1207,8,9665,0.3648674399481981,0.9569939076340215,1199,44897,0.4474491268949225,0.9483218005409108,18466,0.27864168263852634,0.9344654472700279,7,4,11
40,2,63,2,135,2,True,40,0,0,0.10962572373862696,0.2663358147229115,40,72,0.15111940298507462,0.5047837734404899,63,0.09484833895040924,0.5999037072701011,9,5,5
33,2,49,2,123,2,True,33,0,0,0.16666666666666666,0.33333333333333337,33,74,0.27347242921013415,0.540983606557377,49,0.11323463811754209,0.49077868852459017,9,5,5
56,3,391,3,413,3,True,56,0,148,0.27440476190476193,0.468997668997669,56,174,0.3170943134535368,0.5368490732568403,239,0.09076164793352103,0.5690814040328603,9,5,5
